airportName,city,country,airportCode,lat,long
Thisted,Thisted,Denmark,TED,57.0688,8.705225
Stauning,Stauning,Denmark,STA,55.990122,8.353906
Aalborg,Aalborg,Denmark,AAL,57.092789,9.849164
Sindal Airport,Sindal,Denmark,CNL,57.503525,10.229372
Central,Copenhagen,Denmark,ZGH,55.672778,12.564444
Rodby Port,Rodby,Denmark,ROD,54.65,11.35
Ambouli International Airport,Djibouti,Djibouti,JIB,11.5472,43.1594
Obock,Obock,Djibouti,OBC,11.968333,43.278611
Tadjoura,Tadjoura,Djibouti,TDJ,11.783,42.917
Canefield,Canefield,Dominica,DCF,15.336719,-61.392211
Melville Hall,Dominica,Dominica,DOM,15.547028,-61.3
Arroyo Barril Intl,Samana,Dominican Republic,EPS,19.198586,-69.429772
Maria Montez Intl,Barahona,Dominican Republic,BRX,18.251464,-71.1204
Casa De Campo Intl,La Romana,Dominican Republic,LRM,18.450711,-68.911833
Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,18.567367,-68.363431
Gregorio Luperon Intl,Puerto Plata,Dominican Republic,POP,19.7579,-70.570033
Las Americas Intl,Santo Domingo,Dominican Republic,SDQ,18.429664,-69.668925
Cibao Intl,Santiago,Dominican Republic,STI,19.406092,-70.604689
Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic,JBQ,18.5725,-69.9856
Samaná El Catey International Airport,Samana,Dominican Republic,AZS,19.267,-69.742
Constanza Airport,Constanza,Dominican Republic,COZ,18.907626,-70.719852
Herrera International Airport,Santo Domingo,Dominican Republic,HEX,18.475,-69.975
Presidente Nicolau Lobato Intl,Dili,East Timor,DIL,-8.546553,125.524719
Chachoan,Ambato,Ecuador,ATF,-1.212067,-78.574636
Francisco De Orellana,Coca,Ecuador,OCC,-0.462886,-76.986842
Mariscal Lamar,Cuenca,Ecuador,CUE,-2.889467,-78.984397
Seymour,Galapagos,Ecuador,GPS,-0.453758,-90.265914
Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE,-2.157419,-79.883558
Coronel E Carvajal,Macas,Ecuador,XMS,-2.299167,-78.12075
General Manuel Serrano,Machala,Ecuador,MCH,-3.268903,-79.961572
Eloy Alfaro Intl,Manta,Ecuador,MEC,-0.946078,-80.678808
Reales Tamarindos,Portoviejo,Ecuador,PVO,-1.041647,-80.472206
Mariscal Sucre Intl,Quito,Ecuador,UIO,-0.141144,-78.488214
General Ulpiano Paez,Salinas,Ecuador,SNC,-2.204994,-80.988878
Tarapoa,Tarapoa,Ecuador,TPC,-0.122956,-76.33775
Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,TUA,0.809506,-77.708056
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,0.978519,-79.6266
Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,-3.99589,-79.3719
San Cristóbal Airport,San Cristóbal,Ecuador,SCY,-0.910206,-89.61745
Nueva Loja Airport,Lago Agrio,Ecuador,LGQ,0.093056,-76.8675
Cotopaxi International Airport,Latacunga,Ecuador,LTX,-0.5425,-78.3657
Tiputini,Tiputini,Ecuador,TPN,-0.766667,-75.53333
Shell Mera,Pastaza,Ecuador,PTZ,-2,-77
Alexandria Intl,Alexandria,Egypt,ALY,31.183903,29.948889
Abu Simbel,Abu Simbel,Egypt,ABS,22.375953,31.611722
Cairo Intl,Cairo,Egypt,CAI,30.121944,31.405556
Hurghada Intl,Hurghada,Egypt,HRG,27.178317,33.799436
El Gora,El Gorah,Egypt,EGR,31.068975,34.129194
Luxor Intl,Luxor,Egypt,LXR,25.671028,32.706583
Mersa Matruh,Mersa-matruh,Egypt,MUH,31.325356,27.221689
Port Said,Port Said,Egypt,PSD,31.279444,32.24
St Catherine Intl,St. Catherine,Egypt,SKV,28.685278,34.0625
Aswan Intl,Aswan,Egypt,ASW,23.964356,32.819975
El Tor,El-tor,Egypt,ELT,28.209028,33.645517
Borg El Arab Intl,Alexandria,Egypt,HBE,30.917669,29.696408
Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH,27.977222,34.394722
Marsa Alam Intl,Marsa Alam,Egypt,RMF,25.557111,34.583711
Taba Intl,Taba,Egypt,TCP,29.587778,34.778056
Asyut International Airport,Asyut,Egypt,ATZ,27.046508,31.011983
El Arish International Airport,El Arish,Egypt,AAC,31.073333,33.835833
Sharq Al-Owainat Airport,Sharq Al-Owainat,Egypt,GSQ,22.5806,28.7207
Alalamain Intl.,Dabaa City,Egypt,DBB,30.15,28.0833
Sohag International,Sohag,Egypt,HMB,26.341189,31.742983
El Salvador Intl,San Salvador,El Salvador,SAL,13.440947,-89.055728
Bata,Bata,Equatorial Guinea,BSG,1.905469,9.805681
Malabo,Malabo,Equatorial Guinea,SSG,3.755267,8.708717
Assab Intl,Assab,Eritrea,ASA,13.071783,42.645006
Asmara Intl,Asmara,Eritrea,ASM,15.291853,38.910667
Massawa Intl,Massawa,Eritrea,MSW,15.669989,39.370103
Kardla,Kardla,Estonia,KDL,58.990756,22.830733
Kuressaare,Kuressaare,Estonia,URE,58.229883,22.509494
Parnu,Parnu,Estonia,EPU,58.419044,24.472819
Tallinn,Tallinn-ulemiste International,Estonia,TLL,59.413317,24.832844
Tartu,Tartu,Estonia,TAY,58.307461,26.690428
Bole Intl,Addis Ababa,Ethiopia,ADD,8.977889,38.799319
Arba Minch,Arba Minch,Ethiopia,AMH,6.039389,37.590453
Axum,Axum,Ethiopia,AXU,14.14675,38.772833
Bahir Dar,Bahar Dar,Ethiopia,BJR,11.608075,37.321644
Dire Dawa Intl,Dire Dawa,Ethiopia,DIR,9.6247,41.854203
Gambella,Gambella,Ethiopia,GMB,8.128764,34.563131
Gondar,Gondar,Ethiopia,GDQ,12.5199,37.434047
Jimma,Jimma,Ethiopia,JIM,7.666094,36.816639
Lalibella,Lalibella,Ethiopia,LLI,11.975014,38.979969
Makale,Makale,Ethiopia,MQX,13.467367,39.533464
Asosa,Asosa,Ethiopia,ASO,10.01855,34.586253
Tippi Airport,Tippi,Ethiopia,TIE,7.117,35.383
Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,6.967,35.533
Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,6.734,44.253
Gore Airport,Gore,Ethiopia,GOR,8.167,35.55
Gode Airport,Gode,Ethiopia,GDE,5.935128,43.578567
Dembidollo Airport,Dembidollo,Ethiopia,DEM,8.554,34.858
Combolcha Airport,Dessie,Ethiopia,DSE,11.0825,39.7114
Beica Airport,Beica,Ethiopia,BEI,9.38639,34.5219
Baco Airport,Baco,Ethiopia,BCO,5.78287,36.562
Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,SHC,14.0781,38.2725
Shilavo Airport,Shilavo,Ethiopia,HIL,6.08333,44.7667
Awasa Airport,Awasa,Ethiopia,AWA,7.067,38.5
Jijiga Airport,Jijiga,Ethiopia,JIJ,9.359722,42.7875
Mekane Salam Airport,Mekane Selam,Ethiopia,MKS,10.633333,38.783333
Debre Marqos,Debre Marqos,Ethiopia,DBM,10.316667,37.733333
Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,11.966667,38
Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,8.7163,39.0059
Robe Airport,Goba,Ethiopia,GOB,6.733333,44.266667
Humera Airport,Humera,Ethiopia,HUE,14.3,36.616667
Mount Pleasant,Mount Pleasant,Falkland Islands,MPN,-51.822777,-58.447222
Stanley Airport,Stanley,Falkland Islands,PSY,-51.685672,-57.777644
Vagar,Vagar,Faroe Islands,FAE,62.063628,-7.277219
Nadi Intl,Nandi,Fiji,NAN,-17.755392,177.443378
Nausori Intl,Nausori,Fiji,SUV,-18.043267,178.559228
Levuka Airfield,Levuka,Fiji,LEV,-17.68333,178.83333
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,-17.269,-178.976
Savusavu Airport,Savusavu,Fiji,SVU,-16.8028,179.341
Rotuma Airport,Rotuma,Fiji,RTA,-12.4825,177.071
Koro Island Airport,Koro Island,Fiji,KXF,-17.3458,179.422
Matei Airport,Matei,Fiji,TVU,-16.6906,-179.877
Labasa Airport,Lambasa,Fiji,LBS,-16.466749,179.33986
Lakeba Island Airport,Lakeba Island,Fiji,LKB,-18.1992,-178.817
Ngau Airport,Ngau,Fiji,NGI,-18.1156,179.34
Moala Airport,Moala,Fiji,MFJ,-18.5667,179.951
Mana Island Airport,Mana Island,Fiji,MNF,-17.6731,177.098
Vunisea Airport,Vunisea,Fiji,KDV,-19.0581,178.157
Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,-17.7779,177.197
Cicia Airport,Cicia,Fiji,ICI,-17.7433,-179.342
Enontekio,Enontekio,Finland,ENF,68.362586,23.424322
Halli,Halli,Finland,KEV,61.85605,24.7866
Helsinki Malmi,Helsinki,Finland,HEM,60.254558,25.042828
Helsinki Vantaa,Helsinki,Finland,HEL,60.317222,24.963333
Hyvinkaa,Hyvinkaa,Finland,HYV,60.654444,24.881111
Ivalo,Ivalo,Finland,IVL,68.607269,27.405328
Joensuu,Joensuu,Finland,JOE,62.662906,29.60755
Jyvaskyla,Jyvaskyla,Finland,JYV,62.399453,25.678253
Kauhava,Kauhava,Finland,KAU,63.127078,23.051442
Kemi Tornio,Kemi,Finland,KEM,65.781889,24.5991
Kajaani,Kajaani,Finland,KAJ,64.285472,27.692414
Kruunupyy,Kruunupyy,Finland,KOK,63.721172,23.143131
Kuusamo,Kuusamo,Finland,KAO,65.987575,29.239381
Kittila,Kittila,Finland,KTT,67.701022,24.84685
Kuopio,Kuopio,Finland,KUO,63.00715,27.797756
Lappeenranta,Lappeenranta,Finland,LPP,61.044553,28.144397
Mariehamn,Mariehamn,Finland,MHQ,60.122203,19.898156
Mikkeli,Mikkeli,Finland,MIK,61.6866,27.201794
Oulu,Oulu,Finland,OUL,64.930061,25.354564
Pori,Pori,Finland,POR,61.461686,21.799983
Rovaniemi,Rovaniemi,Finland,RVN,66.564822,25.830411
Savonlinna,Savonlinna,Finland,SVL,61.943064,28.945136
Sodankyla,Sodankyla,Finland,SOT,67.395033,26.619133
Tampere Pirkkala,Tampere,Finland,TMP,61.414147,23.604392
Turku,Turku,Finland,TKU,60.514142,22.262808
Utti,Utti,Finland,QVY,60.896394,26.938353
Vaasa,Vaasa,Finland,VAA,63.05065,21.762175
Varkaus,Varkaus,Finland,VRK,62.171111,27.868611
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,62.6921,22.8323
Hernesaari Heliport,Helsinki,Finland,HEN,60.1478,24.9244
Calais Dunkerque,Calais,France,CQF,50.962097,1.954764
Le Touquet Paris Plage,Le Tourquet,France,LTQ,50.517385,1.620587
La Garenne,Agen,France,AGF,44.174721,0.590556
Merignac,Bordeaux,France,BOD,44.828335,-0.715556
Roumaniere,Bergerac,France,EGC,44.825279,0.518611
Chateaubernard,Cognac,France,CNG,45.658333,-0.3175
Biard,Poitiers,France,PIS,46.587745,0.306666
Bellegarde,Limoges,France,LIG,45.862778,1.179444
Souche,Niort,France,NIT,46.311303,-0.401503
Blagnac,Toulouse,France,TLS,43.629075,1.363819
Pau Pyrenees,Pau,France,PUF,43.38,-0.418611
Lourdes,Tarbes,France,LDE,43.178675,-0.006439
Brie Champniers,Angouleme,France,ANG,45.729247,0.221456
La Roche,Brive,France,BVE,45.150833,1.469167
Bassillac,Perigueux,France,PGX,45.198055,0.815556
Anglet,Biarritz-bayonne,France,BIQ,43.468419,-1.523325
La Teste De Buch,Arcachon,France,XAC,44.59639,-1.110833
Le Sequestre,Albi,France,LBI,43.913887,2.113056
Mazamet,Castres,France,DCM,43.55625,2.289183
Marcillac,Rodez,France,RDZ,44.407869,2.482672
Medis,Royan,France,RYN,45.628056,-0.9725
St Agnant,Rochefort,France,RCO,45.887779,-0.983056
Houssen,Colmar,France,CMR,48.109853,7.359011
Tavaux,Dole,France,DLE,47.039014,5.42725
Ardeche Meridionale,Aubenas-vals-lanas,France,OBS,44.544236,4.372192
Loudes,Le Puy,France,LPY,45.080689,3.762889
Ceyzeriat,Bourg,France,XBK,46.20089,5.292028
Tarare,Vilefrance,France,XVF,45.901947,4.634906
Montbeugny,Moulins,France,XMU,46.534581,3.423725
Metz Nancy Lorraine,Metz,France,ETZ,48.982142,6.251319
Poretta,Bastia,France,BIA,42.552664,9.483731
Saint Catherine,Calvi,France,CLY,42.530753,8.793189
Sud Corse,Figari,France,FSC,41.500557,9.097777
Campo Dell Oro,Ajaccio,France,AJA,41.923637,8.802917
Solenzara,Solenzara,France,SOZ,41.924416,9.406
Branches,Auxerre,France,AUF,47.850193,3.497111
Aix Les Bains,Chambery,France,CMF,45.63805,5.880225
Auvergne,Clermont-Ferrand,France,CFE,45.786661,3.169169
Bourges,Bourges,France,BOU,47.058056,2.370278
Champforgeuil,Chalon,France,XCD,46.826108,4.817633
Annemasse,Annemasse,France,QNJ,46.191972,6.268386
Saint Exupery,Lyon,France,LYS,45.726387,5.090833
Charnay,Macon,France,QNX,46.295103,4.795767
Renaison,Roanne,France,RNE,46.058334,4.001389
Meythet,Annecy,France,NCY,45.929233,6.098764
Saint Geoirs,Grenoble,France,GNB,45.362944,5.329375
Domerat,Montlucon,France,MCU,46.352525,2.570486
Chabeuil,Valence,France,VAF,44.921594,4.9699
Charmeil,Vichy,France,VHY,46.169689,3.403736
Aurillac,Aurillac,France,AUR,44.891388,2.421944
Deols,Chateauroux,France,CHR,46.862194,1.730667
Bron,Lyon,France,LYN,45.727172,4.944275
Aix Les Milles,Aix-les-milles,France,QXB,43.505554,5.367778
Mandelieu,Cannes,France,CEQ,43.54205,6.953478
Boutheon,St-Etienne,France,EBU,45.540554,4.296389
Salvaza,Carcassonne,France,CCF,43.215978,2.306317
Provence,Marseille,France,MRS,43.435555,5.213611
Cote D\\'Azur,Nice,France,NCE,43.658411,7.215872
Rivesaltes,Perpignan,France,PGF,42.740442,2.870667
Le Castellet,Le Castellet,France,CTT,43.252506,5.785189
Mediterranee,Montpellier,France,MPL,43.576194,3.963014
Vias,Beziers,France,BZR,43.323522,3.353903
Caumont,Avignon,France,AVN,43.9073,4.901831
Brenoux,Mende,France,MEN,44.502108,3.532819
Tille,Beauvais,France,BVA,49.454444,2.112778
Octeville,Le Havre,France,LEH,49.533889,0.088056
Bricy,Orleans,France,ORE,47.987778,1.760556
Vatry,Chalons,France,XCR,48.776072,4.184492
Vallee De Seine,Rouen,France,URO,49.384172,1.1748
Val De Loire,Tours,France,TUF,47.432222,0.727606
Le Pontreau,Cholet,France,CET,47.082136,-0.877064
Entrammes,Laval,France,LVA,48.031361,-0.742986
Le Bourget,Paris,France,LBG,48.969444,2.441389
Creil,Creil,France,CSF,49.253547,2.519139
Charles De Gaulle,Paris,France,CDG,49.012779,2.55
Toussus Le Noble,Toussous-le-noble,France,TNF,48.751922,2.106189
Orly,Paris,France,ORY,48.725278,2.359444
Cormeilles En Vexin,Pontoise,France,POX,49.096647,2.040833
Barberey,Troyes,France,QYR,48.322136,4.016703
Fourchambault,Nevers,France,NVS,47.002625,3.113333
Lesquin,Lille,France,LIL,50.561942,3.089444
Guipavas,Brest,France,BES,48.447911,-4.418539
Maupertus,Cherbourg,France,CER,49.650106,-1.470281
Pleurtuit,Dinard,France,DNR,48.587683,-2.079958
Granville,Granville,France,GFR,48.883057,-1.564167
St Gatien,Deauville,France,DOL,49.365339,0.154306
Lann Bihoue,Lorient,France,LRT,47.760555,-3.44
Les Ajoncs,La Roche-sur-yon,France,EDM,46.701944,-1.378625
Carpiquet,Caen,France,CFR,49.173333,-0.45
Arnage,Le Mans,France,LME,47.948611,0.201667
St Jacques,Rennes,France,RNS,48.069508,-1.734794
Lannion,Lannion,France,LAI,48.754378,-3.471656
Pluguffan,Quimper,France,UIP,47.974981,-4.167786
Nantes Atlantique,Nantes,France,NTE,47.153189,-1.610725
Armor,St.-brieuc Armor,France,SBK,48.537777,-2.854445
Ploujean,Morlaix,France,MXN,48.603222,-3.815783
Meucon,Vannes,France,VNE,47.723303,-2.718561
Montoir,St.-nazaire,France,SNR,47.312189,-2.149181
Bale Mulhouse,Mulhouse,France,MLH,47.589583,7.529914
Longvic,Dijon,France,DIJ,47.26889,5.09
Frescaty,Metz,France,MZM,49.071667,6.131667
Mirecourt,Epinal,France,EPL,48.324961,6.069983
Essey,Nancy,France,ENC,48.692069,6.230458
Champagne,Reims,France,RHE,49.31,4.05
Entzheim,Strasbourg,France,SXB,48.538319,7.628233
Le Palyvestre,Hyeres,France,TLN,43.0973,6.14603
Garons,Nimes,France,FNI,43.757444,4.416347
Lyon Part-Dieu Railway,Lyon,France,XYD,46,5
La Môle Airport,La Môle,France,LTT,43.2054,6.482
EuroAirport,Mulhouse,France,EAP,47.589583,7.529914
Angers-Loire Airport,Angers/Marcé,France,ANE,47.5603,-0.312222
Île d'Yeu Airport,Île d'Yeu,France,IDY,46.718611,-2.391111
Croisette Heliport,Cannes,France,JCA,43.536,7.03736
Saint Barthelemy,Gustavia,France,SBH,17.9023,-62.8324
Courchevel Airport,Courcheval,France,CVF,45.3967,6.63472
La Defense Heliport,Paris,France,JPU,48.86667,2.333333
La Rochelle-Ile de Re,La Rochelle,France,LRH,46.1792,-1.19528
Lille,Lille,France,XDB,50.563333,3.08805
Gare du Nord,Paris,France,XPG,48.880931,2.355323
Gare Montparnasse,Paris,France,XGB,48.84,2.318611
Saint-Pierre-des-Corps,Tours,France,XSH,47.385626,0.723347
Frejus Saint Raphael,Frejus,France,FRJ,43.416667,6.733333
Megeve Airport,Verdun,France,MVV,45.8208,6.65222
Meribel Airport,Ajaccio,France,MFX,45.4069,6.58056
Angers St Laud,Angers,France,QXG,47.464714,-0.556405
Gare de Strasbourg,Strasbourg,France,XWG,48.585068,7.734547
Gare de Lyon,Paris,France,PLY,48.844722,2.373611
Gare de LEst,Paris,France,XHP,48.876944,2.359167
All Airports,Paris,France,PAR,48.856389,2.352222
Fontaine Airport,Belfort,France,BOR,47.6556015,7.0108299
Rochambeau,Cayenne,French Guiana,CAY,4.819808,-52.360447
Saul Airport,Saul,French Guiana,XAU,3.61361,-53.2042
Maripasoula Airport,Maripasoula,French Guiana,MPY,3.6575,-54.037222
Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,LDX,5.483056,-54.034444
Rurutu,Rurutu,French Polynesia,RUR,-22.434069,-151.360614
Tubuai,Tubuai,French Polynesia,TUB,-23.365353,-149.524072
Anaa,Anaa,French Polynesia,AAA,-17.352606,-145.509956
Tikehau,Tikehau,French Polynesia,TIH,-15.119617,-148.230697
Reao,Reao,French Polynesia,REA,-18.465861,-136.439706
Fakarava,Fakarava,French Polynesia,FAV,-16.05415,-145.656994
Manihi,Manihi,French Polynesia,XMH,-14.436764,-146.070056
Totegegie,Totegegie,French Polynesia,GMR,-23.079861,-134.890333
Kaukura,Kaukura Atoll,French Polynesia,KKR,-15.663333,-146.884769
Makemo,Makemo,French Polynesia,MKP,-16.583919,-143.658369
Puka Puka,Puka Puka,French Polynesia,PKP,-14.809458,-138.812811
Takapoto,Takapoto,French Polynesia,TKP,-14.709544,-145.245814
Arutua,Arutua,French Polynesia,AXR,-15.248289,-146.616708
Mataiva,Mataiva,French Polynesia,MVT,-14.868055,-148.717225
Takaroa,Takaroa,French Polynesia,TKX,-14.455781,-145.024542
Nuku Hiva,Nuku Hiva,French Polynesia,NHV,-8.795603,-140.228789
Bora Bora,Bora Bora,French Polynesia,BOB,-16.444378,-151.751286
Rangiroa,Rangiroa,French Polynesia,RGI,-14.954283,-147.6608
Huahine,Huahine Island,French Polynesia,HUH,-16.687242,-151.021667
Moorea,Moorea,French Polynesia,MOZ,-17.489972,-149.761869
Hao,Hao Island,French Polynesia,HOI,-18.074814,-140.945886
Maupiti,Maupiti,French Polynesia,MAU,-16.426486,-152.243669
Raiatea,Raiatea Island,French Polynesia,RFP,-16.722861,-151.465856
Faa\\'a International,Papeete,French Polynesia,PPT,-17.556667,-149.611389
Ua Huka Airport,Ua Huka,French Polynesia,UAH,-8.93611,-139.552
Ua Pou Airport,Ua Pou,French Polynesia,UAP,-9.35167,-140.078
Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,-9.768794,-139.011256
Ahe Airport,Ahe,French Polynesia,AHE,-14.4281,-146.257
Apataki Airport,Apataki,French Polynesia,APK,-15.5736,-146.415
Rimatara,Rimatara,French Polynesia,RMT,-22.637253,-152.805192
Niau,Niau,French Polynesia,NIU,-16.119037,-146.368406
Raivavae Airport,Raivavae,French Polynesia,RVV,-23.87,-147.67
Tureia Airport,Tureia,French Polynesia,ZTA,-20.7897,-138.57
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,-17.0132999,-149.5870056
Pukarua Airport,Pukarua,French Polynesia,PUK,-18.3166666,-137.016666
Oyem,Oyem,Gabon,OYE,1.543108,11.581361
Okondja,Okondja,Gabon,OKN,-0.665214,13.673133
Lambarene,Lambarene,Gabon,LBQ,-0.704389,10.245722
Bitam,Bitam,Gabon,BMM,2.075639,11.493195
Port Gentil,Port Gentil,Gabon,POG,-0.711739,8.754383
Omboue Hopital,Omboue Hospial,Gabon,OMB,-1.574733,9.262694
Makokou,Makokou,Gabon,MKU,0.579211,12.890908
Leon M Ba,Libreville,Gabon,LBV,0.4586,9.412283
Mvengue,Franceville,Gabon,MVB,-1.656156,13.438036
Gamba,Gamba,Gabon,GAX,-2.71016,9.96062
Tchibanga Airport,Tchibanga,Gabon,TCH,-2.85,11.017
Mouilla Ville Airport,Mouila,Gabon,MJL,-1.84514,11.0567
Koulamoutou Airport,Koulamoutou,Gabon,KOU,-1.18461,12.4413
Mayumba Airport,Mayumba,Gabon,MYB,-3.416667,10.65
Banjul Intl,Banjul,Gambia,BJL,13.337961,-16.652206
Batumi,Batumi,Georgia,BUS,41.610278,41.599694
Kopitnari,Kutaisi,Georgia,KUT,42.176653,42.482583
Tbilisi,Tbilisi,Georgia,TBS,41.669167,44.954722
Sukhumi Dranda,Sukhumi,Georgia,SUI,42.87,41.12
Bautzen,Bautzen,Germany,BBJ,51.193531,14.519747
Altenburg Nobitz,Altenburg,Germany,AOC,50.981817,12.506361
Barth,Barth,Germany,BBH,54.33754,12.699705
Schonefeld,Berlin,Germany,SXF,52.380001,13.5225
Dresden,Dresden,Germany,DRS,51.132767,13.767161
Erfurt,Erfurt,Germany,ERF,50.979811,10.958106
Frankfurt Main,Frankfurt,Germany,FRA,50.026421,8.543125
Munster Osnabruck,Munster,Germany,FMO,52.134642,7.684831
Hamburg,Hamburg,Germany,HAM,53.630389,9.988228
Tempelhof,Berlin,Germany,THF,52.473025,13.403944
Koln Bonn,Cologne,Germany,CGN,50.865917,7.142744
Dusseldorf,Duesseldorf,Germany,DUS,51.289453,6.766775
Franz Josef Strauss,Munich,Germany,MUC,48.353783,11.786086
Nurnberg,Nuernberg,Germany,NUE,49.4987,11.066897
Leipzig Halle,Leipzig,Germany,LEJ,51.432447,12.241633
Saarbrucken,Saarbruecken,Germany,SCN,49.214553,7.109508
Stuttgart,Stuttgart,Germany,STR,48.689878,9.221964
Tegel,Berlin,Germany,TXL,52.559686,13.287711
Hannover,Hannover,Germany,HAJ,52.461056,9.685078
Neuenland,Bremen,Germany,BRE,53.0475,8.786667
Frankfurt Hahn,Hahn,Germany,HHN,49.948672,7.263892
Mannheim City,Mannheim,Germany,MHG,49.472706,8.514264
Hamburg Finkenwerder,Hamburg,Germany,XFW,53.535886,9.837025
Kiel Holtenau,Kiel,Germany,KEL,54.3795,10.145167
Lubeck Blankensee,Luebeck,Germany,LBC,53.805367,10.719222
Arnsberg Menden,Arnsberg,Germany,ZCA,51.483333,7.899333
Essen Mulheim,Essen,Germany,ESS,51.402333,6.937333
Monchengladbach,Moenchengladbach,Germany,MGL,51.230356,6.504494
Paderborn Lippstadt,Paderborn,Germany,PAD,51.614089,8.616317
Dortmund,Dortmund,Germany,DTM,51.518314,7.612242
Augsburg,Augsburg,Germany,AGB,48.425158,10.931764
Oberpfaffenhofen,Oberpfaffenhofen,Germany,OBF,48.081364,11.283067
Friedrichshafen,Friedrichshafen,Germany,FDH,47.671317,9.511486
Schwerin Parchim,Parchim,Germany,SZW,53.426997,11.783436
Stendal Borstel,Stendal,Germany,ZSN,52.627778,11.818333
Bayreuth,Bayreuth,Germany,BYU,49.984428,11.638569
Hof Plauen,Hof,Germany,HOQ,50.288836,11.854919
Koblenz Winningen,Koblenz,Germany,ZNV,50.3255,7.528667
Trier Fohren,Trier,Germany,ZQF,49.8635,6.788167
Speyer,Speyer,Germany,ZQC,49.302776,8.451195
Donaueschingen Villingen,Donaueschingen,Germany,ZQL,47.973331,8.522223
Braunschweig Wolfsburg,Braunschweig,Germany,BWE,52.319167,10.556111
Kassel Calden,Kassel,Germany,KSF,51.408394,9.377631
Bremerhaven,Bremerhaven,Germany,BRV,53.507081,8.572878
Emden,Emden,Germany,EME,53.391186,7.227408
Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,WVN,53.504833,8.053333
Borkum,Borkum,Germany,BMK,53.5955,6.709167
Norderney,Norderney,Germany,NRD,53.706822,7.230247
Flensburg Schaferhaus,Flensburg,Germany,FLF,54.771772,9.378214
Westerland Sylt,Westerland,Germany,GWT,54.91325,8.340472
Spangdahlem Ab,Spangdahlem,Germany,SPM,49.972667,6.6925
Ramstein Ab,Ramstein,Germany,RMS,49.436911,7.600283
Giebelstadt Aaf,Giebelstadt,Germany,GHF,49.648131,9.966494
Celle,Celle,Germany,ZCN,52.5912,10.022133
Hanau Aaf,Hanau,Germany,ZNF,50.169189,8.961586
Geilenkirchen,Geilenkirchen,Germany,GKE,50.960817,6.042422
Laage,Laage,Germany,RLG,53.918167,12.278333
Furstenfeldbruck,Fuerstenfeldbruck,Germany,FEL,48.205667,11.267
Gutersloh,Guetersloh,Germany,GUT,51.922833,8.306333
Dusseldorf Hauptbahnhof,Dusseldorf,Germany,QDU,51.220278,6.792778
Allgau,Memmingen,Germany,FMM,47.988758,10.2395
Cologne Railway,Cologne,Germany,QKL,50.9425,6.958056
Stuttgart Railway Station,Stuttgart,Germany,ZWS,48.783611,9.181667
Flugplatz Merzbrueck,Aachen,Germany,AAH,50.823194,6.186389
Baden Airpark,Karlsruhe/Baden-Baden,Germany,FKB,48.7793,8.08048
Niederrhein,Weeze,Germany,NRN,51.602222,6.141944
Zweibruecken,Zweibruecken,Germany,ZQW,49.209445,7.401323
Sonderlandeplatz Norden-Norddeich,Norden,Germany,NOE,53.632221,7.191389
Verkehrslandeplatz Juist,Juist,Germany,JUI,53.681572,7.055731
Egelsbach,Egelsbach,Germany,QEF,49.9608,8.64361
Helgoland-Düne Airport,Helgoland,Germany,HGL,54.1853,7.91583
Heide-Büsum Airport,Büsum,Germany,HEI,54.1533,8.90167
Heringsdorf Airport,Heringsdorf,Germany,HDF,53.878706,14.152347
Guettin MecklenburgVorpommern Germany,Ruegen,Germany,GTI,54.383333,13.325278
Wangerooge Airport,Wangerooge,Germany,AGE,53.7828,7.91389
Langeoog Airport,Langeoog,Germany,LGO,53.7425,7.49778
Cuxhaven Airport,Cuxhaven,Germany,NDZ,53.768612,8.644722
Fussen,Fussen,Germany,FUS,47.585,10.6866
Bochum Railway,Bochum,Germany,EBO,51.478506,7.222781
Fliegerhost ,Kaufbeuren,Germany,KFB,47.874,10.6294
Munich Railway,Munich,Germany,ZMU,48.1408,11.555
Nuernberg Railway,Nuernberg,Germany,ZAQ,49.446389,11.081944
Augsburg Railway,Augsburg,Germany,ZAU,48.3655,10.8863
Mannheim Railway,Mannheim,Germany,ZMA,49.479633,8.469858
Essen Railway,Essen,Germany,ZES,51.451389,7.013889
Mainz Finthen,Mainz,Germany,QFZ,0,0
Mainz,Mainz,Germany,QMZ,50.00829,8.27356
